Year,Country,TotalEmissions,PerCapitaEmissions,ShareOfGlobalEmissions,AverageTemperature
1997,Guinea,1.289728,0.168328,0.005331,25.985666
1997,Malta,2.586188,6.734865,0.010691,19.396667
1997,Philippines,70.06261,0.959354,0.289621,26.976334
1997,Jamaica,10.068187,3.896357,0.041619,27.199167
1997,Bangladesh,23.126152,0.19246,0.095598,24.85925
1997,Equatorial Guinea,0.304112,0.567373,0.001257,25.32525
1997,Honduras,3.975496,0.657542,0.016434,25.839666
1997,Uzbekistan,106.62958,4.510557,0.440779,13.84725
1997,Estonia,18.317274,12.990975,0.075719,5.778333
1997,Australia,320.79507,17.446842,1.326085,22.086
1997,Ukraine,340.24268,6.779498,1.406476,7.6045833
1997,United Arab Emirates,73.10074,27.368303,0.30218,28.120667
1997,Kuwait,54.67065,31.97114,0.225994,25.315834
1997,Lithuania,15.182208,4.24084,0.062759,6.72675
1997,Suriname,2.103945,4.63424,0.008697,27.047167
1997,Paraguay,4.127971,0.825925,0.017064,24.407417
1997,United States,5703.707,20.991585,23.577662,9.172916
1997,South Korea,427.78607,9.26024,1.768358,12.818833
1997,Syria,45.37717,2.990258,0.187578,17.933666
1997,Chile,55.450245,3.750186,0.229217,10.337
1997,Cuba,24.509102,2.230128,0.101314,26.63825
1997,Egypt,107.511986,1.656783,0.444427,22.939667
1997,Norway,41.969975,9.495469,0.173493,1.04375
1997,Bolivia,10.883063,1.371181,0.044988,21.611334
1997,Russia,1475.1572,9.985495,6.097921,-4.2965
1997,Iceland,2.627514,9.624593,0.010861,2.2236667
1997,Ghana,6.204171,0.346428,0.025646,27.072916
1997,Thailand,179.05951,2.942783,0.740186,26.635166
1997,Iran,267.09927,4.230539,1.10412,18.30325
1997,Vietnam,44.309216,0.574452,0.183163,24.222666
1997,Zambia,2.353663,0.245224,0.009729,21.949749
1997,Panama,4.629621,1.622152,0.019138,27.412916
1997,Somalia,0.538608,0.067869,0.002226,27.222334
1997,Mexico,368.6448,3.896426,1.523883,20.898582
1997,Guyana,1.806352,2.38305,0.007467,26.736168
1997,Cameroon,3.156407,0.220051,0.013048,24.817333
1997,Canada,524.7892,17.644716,2.169344,-4.2314997
1997,Tunisia,16.747822,1.782631,0.069231,21.084
1997,Colombia,64.49653,1.709695,0.266612,25.58
1997,Latvia,8.645952,3.524644,0.03574,6.2320833
1997,Angola,7.347849,0.494073,0.030374,22.317167
1997,Aruba,0.758448,8.922918,0.003135,28.763332
1997,Bhutan,0.37675,0.682518,0.001557,11.578834
1997,Turkey,212.00557,3.511596,0.876377,11.568
1997,Yemen,11.316005,0.708313,0.046777,26.94
1997,Grenada,0.168544,1.652392,0.000697,27.452333
1997,Chad,0.450672,0.060066,0.001863,27.797417
1997,Andorra,0.465328,7.27075,0.001924,12.896167
1997,Burkina Faso,0.802692,0.075257,0.003318,28.569166
1997,Finland,62.722992,12.174494,0.259281,2.2275834
1997,Germany,931.23004,11.440313,3.849466,9.048667
1997,Congo,1.921553,0.670231,0.007943,25.060501
1997,Burundi,0.249152,0.040698,0.00103,20.78425
1997,Spain,267.30643,6.676819,1.104976,15.105917
1997,Sweden,58.21255,6.563598,0.240636,3.7305832
1997,Indonesia,280.73633,1.384124,1.160492,26.371916
1997,Nepal,2.759544,0.122185,0.011407,14.691916
1997,Cambodia,1.525053,0.134972,0.006304,27.219334
1997,Dominican Republic,17.90457,2.214816,0.074013,26.69725
1997,New Zealand,31.289337,8.339376,0.129342,10.542
1997,Costa Rica,4.916665,1.32204,0.020324,26.80625
1997,Kenya,8.119772,0.276032,0.033565,24.56475
1997,Africa,801.9314,1.088789,3.314979,24.706833
1997,Niger,0.645817,0.063452,0.00267,28.131
1997,Albania,1.531552,0.494049,0.006331,12.900917
1997,Austria,67.23278,8.369573,0.277923,7.025083
1997,Samoa,0.12824,0.745581,0.00053,26.706917
1997,South America,757.54236,2.276317,3.131486,22.695417
1997,Libya,44.70654,8.735158,0.184805,23.0465
1997,Senegal,3.18231,0.348517,0.013155,28.821333
1997,Seychelles,0.340752,4.368615,0.001409,27.367916
1997,British Virgin Islands,0.117248,5.8624,0.000485,27.114666
1997,Guatemala,7.501579,0.688977,0.03101,24.076834
1997,Saudi Arabia,215.79674,11.119531,0.892048,25.867666
1997,Brazil,296.58545,1.773741,1.226008,25.559416
1997,Djibouti,0.34808,0.526596,0.001439,29.269333
1997,Eritrea,0.767683,0.349742,0.003173,27.146
1997,Romania,121.07468,5.348294,0.500492,8.523666
1997,El Salvador,5.416592,0.942672,0.022391,26.03575
1997,Slovenia,16.24492,8.175602,0.067152,10.382916
1997,Hungary,61.81314,5.996618,0.25552,9.871917
1997,Argentina,137.64146,3.860153,0.568974,15.6206665
1997,New Caledonia,1.818657,8.958901,0.007518,23.183334
1997,Madagascar,1.623428,0.113147,0.006711,23.452917
1997,Singapore,58.071754,15.477546,0.240054,27.388916
1997,South Africa,385.4583,8.966858,1.593386,17.61525
1997,Asia,8576.129,2.386805,35.451515,8.2815
1997,Ecuador,18.205055,1.523308,0.075255,23.082916
1997,Croatia,18.575878,4.098826,0.076788,11.827416
1997,Afghanistan,1.084127,0.056007,0.004482,14.904
1997,Portugal,54.597588,5.365856,0.225692,16.267584
1997,Malawi,0.947369,0.092291,0.003916,22.03475
1997,Benin,1.198152,0.190728,0.004953,27.542
1997,Greece,93.82093,8.60269,0.387832,14.76325
1997,Niue,0.007328,3.664,3e-05,25.247583
1997,Liechtenstein,0.218371,6.824094,0.000903,5.79325
1997,Azerbaijan,29.80494,3.760401,0.123206,11.894417
1997,Greenland,0.38472,6.87,0.00159,-17.997833
1997,Sudan,4.940026,0.194382,0.020421,27.694
1997,Saint Lucia,0.304112,2.013987,0.001257,27.442083
1997,Israel,54.863876,9.855196,0.226793,19.823166
1998,Benin,1.194364,0.1846,0.004953,28.088583
1998,Mauritius,2.169088,1.861878,0.008996,24.405916
1998,Romania,107.56155,4.787748,0.446089,9.178417
1998,Bahamas,1.908944,6.559945,0.007917,26.2295
1998,Grenada,0.175872,1.724235,0.000729,27.946
1998,Slovenia,15.961128,8.032777,0.066195,10.597334
1998,Estonia,16.817247,11.961058,0.069746,5.361417
1998,French Polynesia,0.450672,1.942552,0.001869,26.918167
1998,Costa Rica,5.235459,1.376304,0.021713,26.974083
1998,Mongolia,7.687468,3.262932,0.031882,1.5969166
1998,Ethiopia,3.147406,0.050352,0.013053,23.689417
1998,Indonesia,215.96997,1.049799,0.895691,26.75475
1998,Nigeria,37.745308,0.324495,0.156541,27.611917
1998,United Kingdom,567.8137,9.704558,2.354889,9.46275
1998,Zambia,2.279238,0.231019,0.009453,22.300667
1998,Mozambique,1.112392,0.066159,0.004613,24.623417
1998,Spain,276.02158,6.865867,1.144742,14.552
1998,Thailand,159.2394,2.585685,0.660412,27.379667
1998,Slovakia,44.073147,8.169258,0.182784,8.333583
1998,Venezuela,166.80215,7.162272,0.691777,26.159
1998,Dominican Republic,18.24851,2.221635,0.075682,26.676332
1998,Panama,5.9005,2.026271,0.024471,27.547417
1998,Yemen,12.063547,0.733346,0.050031,27.368668
1998,Albania,1.744064,0.560612,0.007233,13.31125
1998,Azerbaijan,31.66549,3.96314,0.131326,12.95875
1998,Kenya,9.896042,0.327142,0.041042,24.591
1998,Moldova,6.443838,1.514416,0.026724,9.532
1998,Vietnam,46.554768,0.59597,0.193076,24.899834
1998,Asia,8313.417,2.282177,34.47817,8.2942505
1998,Ireland,40.70885,11.038191,0.168831,10.4595
1998,Papua New Guinea,2.861584,0.512645,0.011868,25.41975
1998,Angola,7.269606,0.473282,0.030149,23.120167
1998,Malta,2.545134,6.576574,0.010555,19.311083
1998,Denmark,61.199455,11.547067,0.253812,-16.620916
1998,Japan,1205.4163,9.482731,4.999214,13.24475
1998,Colombia,65.157684,1.698407,0.270228,25.879166
1998,Zimbabwe,14.139636,1.203681,0.058641,22.142166
1998,Armenia,3.396642,1.092519,0.014087,10.448417
1998,Guinea,1.363008,0.173389,0.005653,26.519667
1998,Saudi Arabia,207.23051,10.475182,0.859445,26.85375
1998,Tanzania,2.481493,0.077731,0.010291,23.058167
1998,Barbados,1.100125,4.089684,0.004563,27.625084
1998,Latvia,8.280688,3.406289,0.034342,5.99775
1998,Cuba,24.357426,2.206488,0.101017,26.407084
1998,Kuwait,51.56059,28.159796,0.213837,26.67075
1998,Cameroon,3.137096,0.21306,0.01301,25.323084
1998,Haiti,1.231104,0.150594,0.005106,27.395416
1998,Rwanda,0.481394,0.069136,0.001996,19.951834
1998,Cape Verde,0.157552,0.381482,0.000653,25.373667
1998,Turkey,212.04028,3.457366,0.879393,12.883166
1998,Argentina,139.45189,3.866897,0.578348,15.26175
1998,Morocco,31.292654,1.113221,0.12978,18.712667
1998,Andorra,0.490976,7.6715,0.002036,12.11875
1998,China,3265.9026,2.56757,13.544652,8.051833
1998,Gabon,4.957287,4.236997,0.020559,25.394833
1998,Jordan,14.251858,2.882657,0.059107,20.773582
1998,Russia,1458.1571,9.895137,6.047404,-5.2810836
1998,Kiribati,0.029312,0.357463,0.000122,27.466
1998,South America,811.2914,2.399951,3.364662,22.857
1998,Sri Lanka,7.736312,0.416715,0.032085,28.15325
1998,Ukraine,328.57895,6.605,1.362713,8.455584
1998,Oceania,371.44727,12.283309,1.5405,22.501833
1998,Guatemala,8.639363,0.775944,0.03583,24.3065
1998,Georgia,4.938633,1.079483,0.020482,9.85875
1998,Bahrain,18.365541,29.911306,0.076167,27.612417
1998,Ghana,6.245893,0.340246,0.025904,27.6635
1998,Burundi,0.249152,0.040277,0.001033,20.8135
1998,Germany,923.2759,11.342038,3.829095,9.17175
1998,Aruba,0.80608,9.265287,0.003343,28.9825
1998,Brazil,308.30554,1.815859,1.278633,25.95875
1998,Central African Republic,0.249152,0.071698,0.001033,26.204334
1998,Tunisia,17.808537,1.872612,0.073857,20.761333
1998,New Caledonia,1.810016,8.702,0.007507,24.298916
1998,Burkina Faso,0.857629,0.078187,0.003557,28.992916
1998,Canada,533.6398,17.774958,2.21316,-2.553917
1998,Togo,1.289967,0.27849,0.00535,27.805584
1998,Uzbekistan,118.49892,4.93006,0.49145,13.245
1998,Saint Lucia,0.29312,1.915817,0.001216,27.812
1998,Iraq,72.10148,3.260445,0.299026,23.455418
1998,North Korea,58.768833,2.60766,0.243732,8.751333
1998,South Korea,363.54825,7.797951,1.507741,13.64925
1998,Iran,306.00626,4.783441,1.269097,19.169916
1998,Algeria,106.62083,3.53131,0.442188,23.920584
1998,New Zealand,29.88278,7.897141,0.123933,11.633
1998,Equatorial Guinea,0.223504,0.400545,0.000927,26.0035
1998,Nepal,2.223267,0.096421,0.009221,15.57775
1998,Gambia,0.241824,0.195334,0.001003,28.826084
1998,Laos,0.820423,0.15946,0.003403,24.868834
1998,Eritrea,0.585811,0.265553,0.00243,27.577833
1998,Netherlands,176.13687,11.186134,0.730491,10.518583
1998,Austria,66.875145,8.31677,0.277351,7.22275
1998,Mauritania,1.069888,0.428641,0.004437,28.969917
1998,Luxembourg,7.695073,18.063553,0.031914,9.995417
1998,Namibia,1.817344,1.049275,0.007537,21.676666
1998,Afghanistan,1.029157,0.052141,0.004268,15.1325
1998,Malawi,0.922061,0.087383,0.003824,22.377916
1998,Hong Kong,38.92405,6.06577,0.161429,23.737833
1998,Paraguay,4.383911,0.858244,0.018181,23.41725
1998,Samoa,0.131904,0.762451,0.000547,27.121918
1998,Lesotho,1.802688,0.902246,0.007476,14.542334
1998,United Arab Emirates,80.68245,28.681993,0.334614,29.292583
1998,Guyana,1.828336,2.424849,0.007583,27.1385
1998,Honduras,4.765691,0.766188,0.019765,26.09925
1998,India,877.93945,0.861161,3.641071,24.755417
1998,Uruguay,5.640086,1.713791,0.023391,17.5215
1998,Australia,334.6845,18.006376,1.388034,22.664833
1998,Greenland,0.359072,6.412,0.001489,-17.139
1998,Mali,0.76944,0.074263,0.003191,29.493084
1998,Montserrat,0.029312,4.187429,0.000122,27.557417
1998,Fiji,0.761081,0.951351,0.003156,25.865334
1998,Bhutan,0.367163,0.650998,0.001523,12.589833
1998,Sudan,4.285317,0.164719,0.017772,27.803
1998,Croatia,19.278902,4.291831,0.079955,12.100917
1998,Greece,98.6415,8.991932,0.409095,15.5060835
1998,Malaysia,114.2375,5.165612,0.473776,27.055
1998,Lebanon,16.286224,4.408832,0.067544,19.001667
1998,Qatar,32.27104,58.462032,0.133837,28.424833
1998,Bangladesh,23.198332,0.189092,0.09621,25.524166
1998,Belize,0.370064,1.608974,0.001535,26.228167
1998,Poland,339.13287,8.794028,1.406483,8.315166
1998,Suriname,2.103924,4.573748,0.008726,27.400167
1998,Switzerland,44.614822,6.290866,0.185031,7.958
1998,North America,6786.5703,14.359161,28.14589,3.9859166
1998,Taiwan,197.65164,9.099146,0.819719,23.445583
1998,Serbia,51.88206,5.35695,0.21517,10.568334
1998,Iceland,2.647856,9.628567,0.010981,1.60775
1998,Niue,0.007328,3.664,3e-05,25.804333
1998,Pakistan,96.74206,0.717442,0.401218,21.66275
1998,Seychelles,0.432352,5.47281,0.001793,27.654417
1998,Sierra Leone,0.25648,0.058544,0.001064,27.07575
1998,Belarus,57.372467,5.75451,0.23794,6.528333
1998,Uganda,1.209282,0.05425,0.005015,23.74425
1998,Niger,0.697109,0.066102,0.002891,28.327667
1998,Somalia,0.51296,0.06229,0.002127,27.549917
1998,Chile,56.80726,3.792713,0.235596,10.292417
1998,Liechtenstein,0.229233,7.163531,0.000951,5.663833
1998,Nicaragua,3.391861,0.690666,0.014067,27.39625
1998,Bulgaria,53.275215,6.546475,0.220948,11.098917
1998,Sweden,58.696667,6.616691,0.243432,2.8729167
1998,Singapore,48.35641,12.524323,0.200548,27.775917
1998,South Africa,377.31223,8.637705,1.564824,18.095333
1998,Egypt,121.465256,1.834823,0.503752,23.682417
1998,Jamaica,9.694035,3.715613,0.040204,27.235582
1998,Ecuador,22.314743,1.829377,0.092546,23.121
1998,Philippines,68.25296,0.914037,0.283065,27.779417
1998,Tonga,0.087936,0.906557,0.000365,24.133833
1998,Liberia,0.482966,0.191882,0.002003,26.46
1998,Italy,460.0492,8.107594,1.907958,13.6623335
1998,Oman,16.299822,7.237932,0.0676,28.18675
1998,Europe,6247.515,8.596642,25.91027,8.546166
1998,Libya,45.15893,8.689423,0.187287,23.276333
1998,Tajikistan,2.494409,0.413872,0.010345,5.1164165
1998,El Salvador,5.731667,0.988559,0.023771,26.131084
1998,Belgium,130.22711,12.721218,0.54009,10.369166
1998,Hungary,61.415,5.974222,0.254706,10.361834
1998,Kazakhstan,150.5412,9.910547,0.624338,6.2489166
1998,Syria,49.757523,3.189585,0.206359,19.415333
1998,Chad,0.461664,0.059416,0.001915,27.895834
1998,Comoros,0.087936,0.17075,0.000365,26.64725
1998,Bolivia,10.923828,1.34912,0.045304,21.467333
1998,Congo,0.355408,0.120396,0.001474,25.5405
1998,Peru,27.572018,1.074597,0.114349,21.181833
1998,Djibouti,0.340752,0.501106,0.001413,29.7805
1998,Lithuania,16.0397,4.511871,0.066521,6.653167
1998,Israel,56.009296,9.827917,0.232287,20.966417
1998,Portugal,59.138435,5.789939,0.245264,15.645
1998,Cambodia,1.935355,0.166827,0.008026,27.956833
1998,Solomon Islands,0.216176,0.55288,0.000897,27.374332
1998,United States,5751.052,20.899616,23.851292,10.141167
1998,Anguilla,0.076944,6.994909,0.000319,27.740833
1998,Botswana,3.341568,2.120284,0.013858,23.070583
1998,Cyprus,6.614649,7.276842,0.027433,19.964083
1998,British Virgin Islands,0.120912,6.0456,0.000501,27.452333
1998,Dominica,0.076944,1.0992,0.000319,27.268
1998,Senegal,3.333111,0.356559,0.013823,29.25425
1998,Africa,827.2969,1.096147,3.431042,25.0205
1998,Madagascar,1.710659,0.115515,0.007095,23.753416
1998,Mexico,388.3569,4.043026,1.610629,21.53175
1998,Norway,42.22023,9.494092,0.1751,0.46541667
1998,Montenegro,1.75758,2.853214,0.007289,10.930833
1998,Finland,59.373257,11.497532,0.246238,1.2267499
1998,France,425.46497,7.279874,1.764528,13.720667
1998,Kyrgyzstan,5.913137,1.235249,0.024524,4.3931665
1998,Turkmenistan,32.024956,7.256958,0.132817,16.162582
1999,Saudi Arabia,225.97649,11.189724,0.924956,26.940582
1999,Aruba,0.809744,9.098247,0.003314,28.197916
1999,Syria,51.771423,3.232885,0.211908,19.281
1999,Togo,1.850434,0.38712,0.007574,27.280333
1999,Taiwan,205.31384,9.401247,0.840381,22.6925
1999,Bolivia,10.376044,1.256636,0.042471,21.03175
1999,Kuwait,53.822205,27.57285,0.220302,26.836834
1999,Kiribati,0.029312,0.353157,0.00012,26.935417
1999,Mexico,390.51645,4.005913,1.598443,21.1285
1999,Samoa,0.135568,0.779126,0.000555,26.780333
1999,Croatia,20.115456,4.51424,0.082336,12.3165
1999,Namibia,1.663456,0.943002,0.006809,21.465918
1999,Dominican Republic,18.383924,2.203515,0.075248,26.172832
1999,Austria,65.56272,8.143426,0.268358,7.23425
1999,Georgia,4.309743,0.966961,0.01764,9.769167
1999,Panama,5.621087,1.891985,0.023008,26.425251
1999,South Africa,374.8301,8.453734,1.534237,18.5455
1999,Niger,0.682406,0.062434,0.002793,28.26875
1999,Seychelles,0.509296,6.3662,0.002085,27.136833
1999,New Zealand,31.472273,8.243131,0.128821,11.61225
1999,Spain,299.49866,7.403438,1.225894,14.3665
1999,Brazil,316.28244,1.835447,1.294592,25.286583
1999,Kazakhstan,124.952446,8.318517,0.511449,6.9755
1999,Serbia,35.79075,3.735596,0.146497,10.91725
1999,Vietnam,46.658005,0.590339,0.190978,24.066418
1999,India,951.6712,0.91678,3.895335,24.659832
1999,China,3258.135,2.542409,13.336042,7.84025
1999,Algeria,91.66791,2.993433,0.375211,24.299417
1999,Malta,2.627594,6.720189,0.010755,19.842001
1999,Mozambique,1.167219,0.067688,0.004778,24.0815
1999,Slovenia,15.337239,7.714909,0.062778,10.686916
1999,Thailand,166.14348,2.666872,0.680051,26.22225
1999,Angola,9.129778,0.575394,0.03737,22.382084
1999,Laos,0.846052,0.161615,0.003463,23.937084
1999,Eritrea,0.615095,0.274964,0.002518,27.514084
1999,Malaysia,108.29144,4.778758,0.443253,26.248917
1999,Ireland,42.440075,11.374987,0.173714,10.458166
1999,France,421.705,7.183582,1.726103,13.904917
1999,Luxembourg,8.147984,18.904835,0.033351,10.542334
1999,Tajikistan,2.515546,0.411037,0.010297,5.425
1999,Belgium,124.718895,12.161765,0.510493,10.93425
1999,Italy,464.5485,8.199458,1.901467,13.7630005
1999,Honduras,4.645861,0.726256,0.019016,25.218834
1999,Greece,97.95838,8.882697,0.400959,15.9921665
1999,Cyprus,6.88247,7.432473,0.028171,20.07375
1999,Iceland,2.853955,10.266025,0.011682,1.84225
1999,Liberia,0.390674,0.144694,0.001599,25.889668
1999,Uzbekistan,121.7392,4.986859,0.498297,13.9085
1999,Argentina,147.28513,4.038861,0.60286,15.064917
1999,Central African Republic,0.263808,0.074145,0.00108,25.469418
1999,Finland,58.89477,11.378433,0.241065,2.3225
1999,Pakistan,99.39045,0.716974,0.40682,21.863
1999,Netherlands,170.72736,10.780964,0.698813,11.086166
1999,Norway,42.974026,9.605281,0.175899,1.27975
1999,Cuba,25.182953,2.271804,0.103078,25.7975
1999,Lebanon,16.428926,4.383385,0.067246,18.9815
1999,Russia,1486.0901,10.115236,6.082792,-4.82975
1999,Papua New Guinea,2.443888,0.427552,0.010003,24.919834
1999,Costa Rica,5.438996,1.399999,0.022263,25.864416
1999,Lesotho,1.824672,0.903303,0.007469,14.982166
1999,North America,6888.4043,14.387049,28.195284,3.3453333
1999,Afghanistan,0.809512,0.040132,0.003313,15.38875
1999,Armenia,3.048121,0.986766,0.012476,10.331
1999,Suriname,2.122223,4.56392,0.008687,26.7225
1999,Poland,329.16733,8.534727,1.347332,9.035
1999,Anguilla,0.080608,7.328,0.00033,27.344584
1999,Denmark,58.61925,11.014516,0.239938,-17.699083
1999,Liechtenstein,0.22656,6.865455,0.000927,5.5460835
1999,Nigeria,39.58684,0.331937,0.162035,27.329166
1999,Comoros,0.0916,0.173157,0.000375,26.288084
1999,Japan,1242.0153,9.754609,5.083757,13.080084
1999,South America,827.6975,2.411678,3.387892,22.2415
1999,Andorra,0.51296,8.015,0.0021,12.178667
1999,Dominica,0.080608,1.151543,0.00033,26.81325
1999,Turkey,207.80417,3.336237,0.850574,13.08725
1999,Gabon,4.787014,3.992505,0.019594,24.736834
1999,Latvia,7.695969,3.196,0.031501,7.1089168
1999,British Virgin Islands,0.120912,6.0456,0.000495,26.99825
1999,North Korea,64.099396,2.819911,0.262369,8.280666
1999,Tunisia,18.120234,1.884776,0.074169,21.656918
1999,Asia,8573.473,2.322295,35.092525,8.3795
1999,Canada,549.5532,18.135275,2.249405,-3.1863337
1999,Indonesia,243.95187,1.169388,0.998532,26.1335
1999,Ethiopia,3.094953,0.048101,0.012668,23.446833
1999,Hong Kong,42.55003,6.524077,0.174164,23.3985
1999,New Caledonia,2.055504,9.650254,0.008413,23.549416
1999,Chile,60.907276,4.016835,0.249303,9.829583
1999,Zimbabwe,15.727748,1.330267,0.064376,21.486334
1999,Portugal,66.76319,6.510306,0.273272,15.279083
1999,Iraq,71.68133,3.143642,0.293403,23.493334
1999,Burkina Faso,0.914173,0.081022,0.003742,28.451166
1999,Jamaica,9.958188,3.782069,0.04076,26.535667
1999,Australia,344.06375,18.312954,1.408305,22.0645
1999,Libya,44.30334,8.397146,0.18134,23.693583
1999,Cambodia,1.894288,0.159371,0.007754,26.83475
1999,Bhutan,0.370761,0.641455,0.001518,12.814917
1999,Mauritius,2.425568,2.062558,0.009928,24.1075
1999,Burundi,0.252816,0.040341,0.001035,20.314
1999,Grenada,0.194192,1.903843,0.000795,27.463917
1999,Kyrgyzstan,4.646845,0.955944,0.01902,4.600333
1999,Congo,0.362736,0.1194,0.001485,24.8125
1999,Azerbaijan,28.570429,3.547359,0.116943,12.85175
1999,Guatemala,8.807045,0.77343,0.036049,23.418417
1999,Kenya,10.029325,0.322497,0.041052,24.570583
1999,Malawi,0.920814,0.084836,0.003769,21.689249
1999,Botswana,3.158368,1.961719,0.012928,22.978
1999,Fiji,0.775023,0.961567,0.003172,25.686666
1999,Hungary,61.911602,6.040746,0.253414,10.655
1999,Solomon Islands,0.216176,0.537751,0.000885,26.994251
1999,Tonga,0.10992,1.133196,0.00045,23.8695
1999,Albania,2.975168,0.952663,0.012178,13.653749
1999,Ukraine,298.20395,6.050112,1.220594,9.50725
1999,Singapore,49.870518,12.609486,0.204128,27.01675
1999,Nicaragua,3.59842,0.720982,0.014729,26.46
1999,Greenland,0.373728,6.673714,0.00153,-18.25425
1999,Romania,90.778175,4.071135,0.371569,10.091001
1999,Benin,1.542321,0.231441,0.006313,27.680416
1999,Germany,895.64294,11.004336,3.666002,9.620749
1999,Montserrat,0.029312,4.885333,0.00012,27.064333
1999,Cape Verde,0.1832,0.43619,0.00075,24.627
1999,Guyana,1.832,2.442667,0.007499,26.42375
